2023.08.03 04:44:00;EUR;1;Spanish 10-y Bond Auction;3.55|1.5;;3.61|1.5;;;
2023.08.03 04:58:00;EUR;1;French 10-y Bond Auction;3.04|1.9;;3.09|1.8;;;
2023.08.03 05:00:00;EUR;1;PPI m/m;-1.9%;-0.3%;-0.4%;;;
2023.08.03 05:00:00;All;2;OPEC-JMMC Meetings (All Day);;;;;;
2023.08.03 07:00:00;GBP;3;BOE Monetary Policy Report;;;;;;
2023.08.03 07:00:00;GBP;3;MPC Official Bank Rate Votes;7-0-2;7-0-2;8-0-1;;;
2023.08.03 07:00:00;GBP;3;Monetary Policy Summary;;;;;;
2023.08.03 07:00:00;GBP;3;Official Bank Rate;5.00%;5.25%;5.25%;;;
2023.08.03 07:30:00;GBP;3;BOE Gov Bailey Speaks;;;;;;
2023.08.03 07:30:00;USD;1;Challenger Job Cuts y/y;25.2%;;-8.2%;;;
2023.08.03 08:30:00;USD;3;Unemployment Claims;221K;226K;227K;;;
2023.08.03 08:30:00;USD;1;Prelim Nonfarm Productivity q/q;-2.1%;2.1%;3.7%;;;
2023.08.03 08:30:00;USD;1;Prelim Unit Labor Costs q/q;4.2%;2.5%;1.6%;;;
2023.08.03 09:45:00;USD;1;Final Services PMI;52.4;52.4;52.3;;;
2023.08.03 10:00:00;USD;3;ISM Services PMI;53.9;53.1;52.7;;;
2023.08.03 10:00:00;USD;1;Factory Orders m/m;0.4%;2.0%;2.3%;;;
2023.08.03 10:30:00;USD;1;Natural Gas Storage;16B;18B;14B;;;
2023.08.03 21:30:00;AUD;2;RBA Monetary Policy Statement;;;;;;
